num_age,num_annual_income,num_contract_tenure_years,num_years_with_license,num_vehicle_age,num_annual_mileage,num_previous_claims_count,num_late_payments_count,num_credit_score,num_household_size,num_insured_value,num_monthly_premium,cat_region,cat_vehicle_type,cat_fuel_type,cat_coverage_level,cat_payment_frequency,cat_home_ownership,cat_profession_segment,cat_prior_fraud_flag,text_feature,target,num_irrelevant_0,num_irrelevant_1,num_irrelevant_2,num_irrelevant_3,num_irrelevant_4,num_duplicate_0,num_duplicate_1,num_constant_0,num_collinear_0,num_collinear_1,num_collinear_2
74.0,55386.51371010294,4.0,49.0,18.186973917633313,22102.378989471672,1.0,1.0,2704.819553202434,2.0,,22.781942878156464,periurbain,utilitaire,essence,tous_risques,annuel,proprietaire,retraite,non,"Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : historique, token_67, token_16. Le dossier de souscription est associé à un canal web. Le contexte socioprofessionnel est associé à la catégorie retraite. La fiche client a été révisée lors du dernier contrôle qualité. Le contexte socioprofessionnel est associé à la catégorie retraite. Le gestionnaire a intégré les mises à jour du profil assuré. Le niveau de garantie demandé correspond à une formule tous_risques.",1,0.13941256309492758,1.27457132030852,0.2802647590066447,-0.5268790272828343,-0.4026828707283879,74.00234199583406,55386.51369587056,1.0,69.53778847956488,48941.01509026855,4.024543460719987
35.0,34897.938912743295,25.0,12.0,8.0,27190.59642334815,0.0,,716.475854726302,6.0,33180.99405470364,103.41945005225091,periurbain,sport,hybride,tiers,trimestriel,proprietaire,retraite,,"Le dossier a fait l'objet d'une revue selon le processus standard. Le véhicule assuré présente une ancienneté intermédiaire. Le contexte socioprofessionnel est associé à la catégorie retraite. Le gestionnaire a intégré les mises à jour du profil assuré. Mots-clés dossier : token_47, expertise, token_26.",0,-0.7947703654209647,0.07821276986619563,-2.073365436657371,0.10589641486154949,0.30903757417776895,34.99989336476489,34897.94022756281,1.0,31.18450337669201,33043.18146432807,23.030481896223268
45.0,32362.594810646973,20.0,19.0,19.0,21392.7109058302,0.82857520895215,0.0,,,14635.863976092622,103.46239405994922,urbain,suv,diesel,tous_risques,mensuel,proprietaire,employe,non,"Le véhicule assuré présente une ancienneté élevée. Le client réside principalement en zone urbain. L'ancienneté du contrat peut être qualifiée de ancienne. Mots-clés dossier : profil, score, token_71. La fiche client a été révisée lors du dernier contrôle qualité. Le dossier de souscription est associé à un canal web. Les informations disponibles sont compatibles avec une analyse automatisée. Le niveau de garantie demandé correspond à une formule tous_risques.",0,-1.0690419086686362,-0.10767679281833023,0.032404395093402545,0.24273722396005143,2.2282179833945674,44.999896379654594,32362.59375916182,1.0,39.224191200755676,28417.38450536996,18.142482320831032
61.0,36425.11336644819,23.0,39.0,1.0,12308.114866897009,2.0,0.0,658.7070492844688,1.0,17870.32066798765,58.32787473976194,periurbain,utilitaire,hybride,tiers,trimestriel,proprietaire,employe,non,"Le niveau de garantie demandé correspond à une formule tiers. La fiche client a été révisée lors du dernier contrôle qualité. La fiche client a été révisée lors du dernier contrôle qualité. Le profil de conduite est rapproché d'un usage classique. Le dossier a fait l'objet d'une revue selon le processus standard. Mots-clés dossier : fréquence, token_25, token_57. Les informations disponibles sont compatibles avec une analyse automatisée.",1,-0.34000186965706675,1.0362498514628595,1.9521031456851397,0.16367432017561445,1.2145012439188232,60.999864854130905,36425.11137637172,1.0,51.298100218498796,,21.626752909753968
,34682.20614649365,16.0,37.0,9.0,13661.144026117923,0.0,3.0,627.7071586887913,5.0,20525.932510147202,73.91258294391876,rural,citadine,hybride,tous_risques,annuel,locataire,cadre,non,"Le dossier a fait l'objet d'une revue selon le processus standard. Mots-clés dossier : token_12, client, token_31. Les éléments déclaratifs ont été consolidés dans le dossier. Le contexte socioprofessionnel est associé à la catégorie cadre. La fiche client a été révisée lors du dernier contrôle qualité. Le gestionnaire a intégré les mises à jour du profil assuré.",0,0.6144038483207747,1.482551154264284,2.3587007366120534,0.7495094362091552,-0.15312250693515916,55.000435327782775,34682.20701797797,1.0,52.03396253366325,30974.322616421236,
,141349.38899613792,24.0,3.0,7.0,5531.381356536371,3.0,0.0,594.7663704761703,6.0,2000.0,40.42137688066975,rural,berline,electrique,tiers,annuel,locataire,sans_emploi,non,"Le gestionnaire a intégré les mises à jour du profil assuré. Le dossier de souscription est associé à un canal web. Le contexte socioprofessionnel est associé à la catégorie sans_emploi. Le client réside principalement en zone rural. Le véhicule couvert est de type berline. Le gestionnaire a intégré les mises à jour du profil assuré. Mots-clés dossier : token_12, token_72, retard. Le dossier a fait l'objet d'une revue selon le processus standard.",1,0.5510622274150463,-0.06216207871156426,4.481068623616888,0.8942701717177398,1.2815634911312759,23.00084290391079,48097.80804372723,1.0,18.4130608276199,43509.62538376573,21.255009719112397
19.0,44996.14445112375,2.0,,15.0,32669.397573950653,0.0,0.0,621.1441200768945,3.0,5826.126333106875,79.52557859106275,urbain,citadine,essence,tous_risques,mensuel,proprietaire,cadre,oui,"Les informations contractuelles sont cohérentes avec la demande en cours. Le gestionnaire a intégré les mises à jour du profil assuré. Une fréquence de sinistres supérieure à la moyenne est observée. Mots-clés dossier : usage, token_9, surprime. Le profil ressort comme plus exposé que la moyenne du portefeuille. L'ancienneté du contrat peut être qualifiée de intermédiaire.",1,-0.7266702078002262,-1.6686876193876405,-1.052769691154459,-0.17033609411435424,-1.0915713882816724,19.001372006981658,44996.14497676815,1.0,13.136875335282442,43609.43693988122,0.15016481318371455
76.0,,1.0,51.0,,5901.4742152061735,0.0,0.0,541.464186106957,3.1487164941935126,17723.02399789959,47.75385222582255,periurbain,sport,diesel,tiers,trimestriel,proprietaire,employe,non,"Le niveau de paiement observé est régulier. Les informations contractuelles sont cohérentes avec la demande en cours. Le véhicule assuré présente une ancienneté élevée. Le dossier a fait l'objet d'une revue selon le processus standard. Le gestionnaire a intégré les mises à jour du profil assuré. Le type de contrat principal ressort comme auto. Mots-clés dossier : token_0, token_55, trajet.",0,1.264146481133081,-1.5630832192294761,-0.07845627762176287,-0.8991438412178533,-2.421238604600416,76.00011744438486,26564.67551005964,1.0,69.18405949829861,23786.903844540728,0.4181117338390001
69.0,22823.567084587507,19.0,41.0,6.0,24616.360596498344,0.0,0.0,739.4868453138378,6.0,13734.830622131301,84.28297368151351,rural,utilitaire,diesel,tous_risques,mensuel,locataire,employe,non,"Le type de contrat principal ressort comme auto. Les éléments déclaratifs ont été consolidés dans le dossier. Le véhicule couvert est de type utilitaire. Mots-clés dossier : cotisation, incident, token_23. L'ancienneté du contrat peut être qualifiée de ancienne. Les informations contractuelles sont cohérentes avec la demande en cours. Le kilométrage annuel déclaré est élevé.",0,0.8246065113861498,-0.4358500064116652,2.362522145461253,-0.974976089508773,0.18224239651797192,,22823.566724860513,1.0,63.8140568975514,22551.353428293587,16.72035055215338
74.0,,13.0,48.0,13.0,9489.506870808753,0.0,0.0,824.4434551649383,3.0,20618.915161222547,36.693398606782054,urbain,utilitaire,hybride,tiers_plus,annuel,locataire,employe,non,"Le profil de conduite est rapproché d'un usage classique. Aucun élément majeur de vigilance n'est identifié à ce stade. Le client présente un comportement de paiement régulier. Mots-clés dossier : token_19, token_34, token_43. Le véhicule assuré présente une ancienneté élevée.",0,-0.0037366846614405873,-0.08575931002147721,-0.8116853847627192,0.4482429319933717,1.8885022958441826,74.00155324684633,18612.46601720426,1.0,64.27615465953986,14168.579155793948,12.58604383615781
54.0,15981.899260614671,9.0,29.0,0.0,17779.956031813155,0.0,0.0,681.3348466451363,1.0,7154.736842123793,27.0256366096023,urbain,,essence,tiers,trimestriel,proprietaire,cadre,non,"L'ancienneté contractuelle contribue à un profil plutôt maîtrisé. Le client présente un comportement de paiement régulier. Mots-clés dossier : token_61, token_76, client. Les éléments déclaratifs ont été consolidés dans le dossier. Les éléments déclaratifs ont été consolidés dans le dossier. Le client réside principalement en zone urbain.",0,0.39555991123660833,-0.5599163677666481,-0.14221351584577993,-0.8711359065409637,-0.8693296470665535,53.99900293203439,15981.897870364568,1.0,50.25346268026154,12815.702759080044,7.492660717356409
73.0,58434.3302411255,3.0,47.0,9.0,15764.310413500927,1.0,0.0,655.5269978377831,5.0,15617.026624896473,,urbain,sport,electrique,tiers,mensuel,locataire,employe,non,"Le kilométrage annuel déclaré est modéré. Les informations contractuelles sont cohérentes avec la demande en cours. Mots-clés dossier : token_31, token_0, token_35. Les informations disponibles sont compatibles avec une analyse automatisée. Le client réside principalement en zone urbain. Le dossier a fait l'objet d'une revue selon le processus standard.",0,-1.4977436952484717,0.5162656541234244,-1.5912356714453784,-0.9434786445245524,-1.0484954598961,72.99984078100269,58434.32894661496,1.0,67.99656551425413,52628.85120080003,2.8062710922781835
40.0,21335.37224536932,8.0,11.0,19.0,8890.596968749098,,0.0,900.0,3.0,16885.061112790107,84.26233425096666,periurbain,berline,diesel,tous_risques,trimestriel,locataire,cadre,non,"La fiche client a été révisée lors du dernier contrôle qualité. Le dossier de souscription est associé à un canal web. Le véhicule couvert est de type berline. Le niveau de garantie demandé correspond à une formule tous_risques. Mots-clés dossier : cotisation, token_32, token_69. Le dossier a fait l'objet d'une revue selon le processus standard. Le gestionnaire a intégré les mises à jour du profil assuré. L'ancienneté du contrat peut être qualifiée de ancienne.",1,0.34168807499715304,1.020391313495538,0.3810349918472873,-0.22212032488282363,-0.6744264659787155,,21335.371919872352,1.0,33.556309120761206,77155.11388313677,7.418271390961512
48.0,8000.0,11.0,30.0,6.0,22507.192296847643,1.0,0.0,613.5771742667957,3.0,22908.50835041797,271.02866068627134,urbain,berline,essence,tous_risques,trimestriel,locataire,independant,non,"Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : garantie, token_38, token_73. Les informations contractuelles sont cohérentes avec la demande en cours. Le niveau de paiement observé est régulier. Les éléments déclaratifs ont été consolidés dans le dossier.",0,0.28383033723968437,0.5004884579253353,1.1499783181781167,0.5474139242909186,2.1726334893532018,48.00126992938088,7999.999788154882,1.0,43.41202623644157,8807.19658815505,8.611239357216315
71.0,22504.24861027951,19.0,98.57505832592477,14.0,21239.240715129323,1.0,0.0,686.1009029069917,1.0,17251.865906089388,71.86429710559193,,citadine,essence,tiers,annuel,proprietaire,retraite,,"Le gestionnaire a intégré les mises à jour du profil assuré. Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : token_79, token_34, token_72. Le contexte socioprofessionnel est associé à la catégorie retraite. Le véhicule assuré présente une ancienneté élevée. Le profil de conduite est rapproché d'un usage intensif. Le kilométrage annuel déclaré est élevé. L'historique de sinistres est décrit comme ponctuel.",0,2.116129587963783,-1.8150240801474387,0.5254135454097205,1.5948456576147712,-1.898625276261028,71.00169797533314,22504.250092766517,1.0,65.9808648931638,17670.530227907013,16.62233539602452
26.0,23386.212891012954,17.0,0.0,20.0,16879.289533442523,0.0,1.0,725.0002588798509,,14646.376550850604,72.47155552762328,rural,berline,essence,tiers,mensuel,proprietaire,,non,"Le véhicule couvert est de type berline. Les éléments déclaratifs ont été consolidés dans le dossier. L'ancienneté du contrat peut être qualifiée de ancienne. Mots-clés dossier : déclaration, souscription, token_48. Le gestionnaire a intégré les mises à jour du profil assuré. Les informations contractuelles sont cohérentes avec la demande en cours.",0,-0.07618438026476025,0.11980793544407953,1.438754115493761,0.5358910448477497,-1.2796773462988509,26.00009359197554,23386.21526797213,1.0,21.029045468962728,19313.55362397837,13.878623619798269
,41277.625826556796,1.0,18.0,2.0,22184.716553216866,0.0,1.0,475.9944647028111,,25020.94619586384,65.73702113133383,rural,berline,essence,tiers_plus,mensuel,locataire,cadre,non,"Le gestionnaire a intégré les mises à jour du profil assuré. Mots-clés dossier : token_5, token_34, incident. L'historique de sinistres est décrit comme sans antécédent récent. Le dossier a fait l'objet d'une revue selon le processus standard. Le véhicule assuré présente une ancienneté faible. Les informations disponibles sont compatibles avec une analyse automatisée. L'ancienneté du contrat peut être qualifiée de récente. Le profil de conduite est rapproché d'un usage intensif.",0,-0.6546344787872295,-2.1824408597020484,0.9717185726701473,0.5907695985719621,0.2299614672039295,38.0005882058235,,1.0,33.8283985031665,37864.1328934001,0.43887598355982715
26.0,21824.27862743393,4.0,3.0,9.0,,,1.0,582.2950262048707,1.0,6402.324322453338,67.94145158428442,rural,utilitaire,essence,tiers,trimestriel,locataire,retraite,non,"Mots-clés dossier : surprime, client, urbain. Les éléments déclaratifs ont été consolidés dans le dossier. L'historique de sinistres est décrit comme ponctuel. Les éléments déclaratifs ont été consolidés dans le dossier. Les éléments déclaratifs ont été consolidés dans le dossier. Le type de contrat principal ressort comme auto. Les informations contractuelles sont cohérentes avec la demande en cours.",1,0.5182659816372125,0.3439489331047095,-0.03152720207519879,0.9684296110009265,-0.2105144308315564,25.998940704744363,21824.279523753623,1.0,23.956688516885954,21119.384964672387,3.481980769875403
48.0,44556.049072586735,20.0,29.0,20.0,7809.585236205884,0.0,,694.368767406497,4.0,2000.0,65.2111608107462,rural,citadine,electrique,tiers,mensuel,proprietaire,independant,non,"L'historique de sinistres est décrit comme sans antécédent récent. Les informations disponibles sont compatibles avec une analyse automatisée. La fiche client a été révisée lors du dernier contrôle qualité. Le client réside principalement en zone rural. La fiche client a été révisée lors du dernier contrôle qualité. Mots-clés dossier : token_70, token_8, contrat.",0,,-2.3731725627971616,1.0711015039181149,0.8779481366229936,0.16267070235479547,48.000832342138054,44556.05009113243,1.0,42.8426902443954,38186.95426297941,17.048289941797968
84.0,42216.431593624875,12.0,59.0,18.0,53637.16506803608,1.0,0.0,524.8880458762567,6.0,7167.89771536972,61.58904011642001,rural,suv,essence,tiers_plus,mensuel,locataire,cadre,non,"Le dossier a fait l'objet d'une revue selon le processus standard. Le dossier a fait l'objet d'une revue selon le processus standard. Mots-clés dossier : token_5, historique, avenant. Le gestionnaire a intégré les mises à jour du profil assuré. Le client réside principalement en zone rural.",0,-1.3079691496247547,0.17215407678255615,1.5757399210019223,-0.26056608981556223,0.9464288259748224,84.00132872510439,42216.43066051407,1.0,74.89560543603226,38179.637522524696,9.745226644854142
27.0,56269.272288559296,15.0,1.0,18.0,6219.802549829277,0.0,0.0,613.7254469903919,6.16135344816084,27514.45201642801,,periurbain,berline,essence,tous_risques,mensuel,locataire,independant,non,"Le type de contrat principal ressort comme auto. Les éléments déclaratifs ont été consolidés dans le dossier. La fiche client a été révisée lors du dernier contrôle qualité. Le niveau de paiement observé est régulier. Le niveau de paiement observé est régulier. L'historique de sinistres est décrit comme sans antécédent récent. Le type de contrat principal ressort comme auto. Mots-clés dossier : token_4, expertise, token_46.",0,1.1654141957121564,,-0.26822923754677236,-1.2229933662104469,,27.000260409982502,56269.2733791114,1.0,25.40490266150195,49035.109041791846,12.548794258058468
44.0,70671.88926517639,,16.0,11.0,10410.330970054227,1.0,0.0,833.8595055734961,5.0,23166.274966564753,62.35046688336544,rural,sport,diesel,tiers_plus,mensuel,locataire,employe,non,"Le niveau de paiement observé est régulier. Le client présente un comportement de paiement régulier. Le client réside principalement en zone rural. Mots-clés dossier : token_35, kilométrage, vigilance. Les informations contractuelles sont cohérentes avec la demande en cours. Le risque observé reste contenu dans les standards du portefeuille.",1,-0.4386299817206434,0.2242186964757508,0.29348854833954524,0.662724781804603,0.016425997875252986,44.000031870990284,70671.89031242424,1.0,38.6476078203376,65324.6282366103,7.156186689409353
45.0,81582.46600209485,18.0,17.0,3.0,13725.976841924388,1.0,1.0,629.2556276823072,1.0,,94.5387383152689,periurbain,suv,hybride,tiers,annuel,proprietaire,employe,non,"Le niveau de garantie demandé correspond à une formule tiers. Aucun élément majeur de vigilance n'est identifié à ce stade. Le contexte socioprofessionnel est associé à la catégorie employe. Le kilométrage annuel déclaré est modéré. Le client réside principalement en zone periurbain. Les informations disponibles sont compatibles avec une analyse automatisée. Mots-clés dossier : token_29, garantie, trajet. Le profil semble stable au regard de l'historique disponible.",1,-2.1628531507151987,2.2674595083585913,1.3730697443922932,0.06608495667075788,-1.3226546645867827,44.99889307122062,81582.4649038706,1.0,38.33572652719783,75174.372653252,15.853266958579516
235.84709454623547,57613.354286124246,16.0,53.0,7.0,13831.266399102662,0.0,2.0,614.1793918272355,2.0,2000.0,60.50528907136534,urbain,citadine,diesel,tiers_plus,mensuel,proprietaire,retraite,non,"Mots-clés dossier : token_50, token_35, token_0. Les informations disponibles sont compatibles avec une analyse automatisée. La fiche client a été révisée lors du dernier contrôle qualité. Les éléments déclaratifs ont été consolidés dans le dossier. Le dossier a fait l'objet d'une revue selon le processus standard.",1,0.29313747233038223,,-0.35762791510075886,1.9134332381245391,1.0264492641906193,79.00028029073809,57613.3551765434,1.0,77.31040230231996,53732.78808811735,41.42388877404489
31.0,17444.79485957397,19.0,2.0,13.0,16313.836562849316,0.0,0.0,454.8499179646707,3.0,11081.465689761038,31.41265812296124,periurbain,suv,hybride,tiers_plus,mensuel,proprietaire,employe,non,"Le niveau de paiement observé est régulier. Mots-clés dossier : surprime, token_0, token_66. Le dossier a fait l'objet d'une revue selon le processus standard. Le kilométrage annuel déclaré est modéré. Les informations disponibles sont compatibles avec une analyse automatisée. La fiche client a été révisée lors du dernier contrôle qualité. Le gestionnaire a intégré les mises à jour du profil assuré.",1,2.012372327519101,0.7826697597177604,-1.2219466827574819,2.179712056003543,0.32869994994572715,30.99985731381979,17444.794855383156,1.0,27.60077687895043,15312.771531800516,17.483622414225
52.0,29532.809711975482,10.0,24.0,14.0,27485.01054820053,0.0,,745.3224921094873,3.0,17801.619648447515,42.750889116574925,periurbain,berline,electrique,tiers_plus,trimestriel,proprietaire,retraite,non,"Les informations disponibles sont compatibles avec une analyse automatisée. Le niveau de paiement observé est régulier. Le gestionnaire a intégré les mises à jour du profil assuré. L'historique de sinistres est décrit comme sans antécédent récent. Mots-clés dossier : token_60, token_78, profil. Les informations disponibles sont compatibles avec une analyse automatisée. La fiche client a été révisée lors du dernier contrôle qualité.",0,0.828789459302874,0.4574614910268285,-1.06868370071244,-0.18604016946022356,-1.6190833986038924,52.001732509738034,29532.809563371382,1.0,46.634058963802666,27177.450647115,8.807898871262688
,39962.33828818087,22.0,10.0,16.0,22057.694188261674,0.0,0.0,604.7565868772439,,31591.76430907502,17.095375602063314,,citadine,hybride,tiers,,proprietaire,retraite,non,"Mots-clés dossier : token_8, token_34, token_60. La fiche client a été révisée lors du dernier contrôle qualité. Le niveau de paiement observé est régulier. Les informations contractuelles sont cohérentes avec la demande en cours. La fiche client a été révisée lors du dernier contrôle qualité.",0,0.07021071413380009,-1.7072341861232632,0.2924987494157135,-0.4956813091763855,-0.5074619441681766,35.000790082094014,39962.33710384301,1.0,32.429955232067705,35798.271787904276,19.236888681326956
